"Reported Trait","Mapped Trait",Tissues,"Gene Symbol","Ensembl ID","Gene Type",Method/Software,"Effect Size",P-value,Publication
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Ovary,RP11-387H17.4,ENSG00000264968.1,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",6.90E+00,5.06E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,SLC22A5,ENSG00000197375.12,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.22E+00,5.06E-13,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,SLC22A5,ENSG00000197375.12,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.22E+00,5.06E-13,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",DAG1,ENSG00000173402.11,protein-coding,Summary-PrediXcan(S-PrediXcan),8.39E+00,5.06E-17,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",HLA-DQB2,ENSG00000232629.8,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-8.39E+00,5.06E-17,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Brain,MST1,ENSG00000173531.15,protein-coding,FUSION,'-8.91E+00,5.06E-19,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Atrial Appendage",HLA-DOB,ENSG00000241106.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-8.91E+00,5.06E-19,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",TMBIM1,ENSG00000135926.14,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.45E+00,5.07E-08,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",TMBIM1,ENSG00000135926.14,protein-coding,Summary-PrediXcan(S-PrediXcan),'-5.45E+00,5.07E-08,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",RP11-373D23.3,ENSG00000270210.1,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",6.57E+00,5.07E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,RNASET2,ENSG00000026297.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-8.39E+00,5.07E-17,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",ANXA11,ENSG00000122359.17,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.56E+00,5.08E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",SLC26A6,ENSG00000225697.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.45E+00,5.08E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Frontal Cortex",RBM6,ENSG00000004534.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.84E+00,5.08E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Prostate,C4A,ENSG00000244731.7,protein-coding,Summary-PrediXcan(S-PrediXcan),7.22E+00,5.08E-13,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellum",HLA-DQB1,ENSG00000179344.16,protein-coding,Summary-PrediXcan(S-PrediXcan),7.53E+00,5.08E-14,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellum",HLA-DQB1,ENSG00000179344.16,protein-coding,Summary-PrediXcan(S-PrediXcan),7.53E+00,5.08E-14,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Liver,HLA-DQA2,ENSG00000237541.3,protein-coding,Summary-PrediXcan(S-PrediXcan),'-9.16E+00,5.08E-20,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Liver,HLA-DQA2,ENSG00000237541.3,protein-coding,Summary-PrediXcan(S-PrediXcan),'-9.16E+00,5.08E-20,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Brain,RMI2,ENSG00000175643.8,protein-coding,FUSION,5.02E+00,5.09E-07,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Coronary",HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.11E+00,5.09E-16,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Coronary",HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-8.11E+00,5.09E-16,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hypothalamus",HLA-DRB1,ENSG00000196126.11,protein-coding,Summary-PrediXcan(S-PrediXcan),9.65E+00,5.09E-22,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hypothalamus",HLA-DRB1,ENSG00000196126.11,protein-coding,Summary-PrediXcan(S-PrediXcan),9.65E+00,5.09E-22,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Ascending Colon",ASH1L,ENSG00000116539.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.56E+00,5.10E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Prostate,DYNLT5,ENSG00000152760,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.56E+00,5.10E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",RP11-396B14.2,ENSG00000263033.2,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",'-4.56E+00,5.10E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,RIT1,ENSG00000143622.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.56E+00,5.10E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Frontal Cortex",ATF6B,ENSG00000213676.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.56E+00,5.10E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Liver,C2orf74,ENSG00000237651.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.45E+00,5.10E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pancreas,HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-9.16E+00,5.10E-20,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pancreas,HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-9.16E+00,5.10E-20,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Left Ventricle",EFNA1,ENSG00000169242.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.56E+00,5.11E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Caudate Basal Ganglia",HAP1,ENSG00000173805.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.56E+00,5.11E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",C2,ENSG00000166278.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.84E+00,5.11E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,NPIPB8,ENSG00000255524.7,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.84E+00,5.11E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Coronary",HLA-DQB1,ENSG00000179344.16,protein-coding,Summary-PrediXcan(S-PrediXcan),6.57E+00,5.11E-11,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Coronary",HLA-DQB1,ENSG00000179344.16,protein-coding,Summary-PrediXcan(S-PrediXcan),6.57E+00,5.11E-11,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pituitary,HLA-DQB1,ENSG00000179344.16,protein-coding,Summary-PrediXcan(S-PrediXcan),7.22E+00,5.11E-13,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",NPIPB7,ENSG00000233232.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-7.22E+00,5.11E-13,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pituitary,HLA-DQB1,ENSG00000179344.16,protein-coding,Summary-PrediXcan(S-PrediXcan),7.22E+00,5.11E-13,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",ARFRP1,ENSG00000101246.19,protein-coding,Summary-PrediXcan(S-PrediXcan),8.11E+00,5.11E-16,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",ARFRP1,ENSG00000101246.19,protein-coding,Summary-PrediXcan(S-PrediXcan),8.11E+00,5.11E-16,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Adrenal Gland",PPP1R18,ENSG00000146112.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.56E+00,5.12E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,XXbac-BPG27H4.8,ENSG00000237923.1,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",'-5.02E+00,5.12E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pituitary,STMN3,ENSG00000197457.9,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.84E+00,5.12E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Muscle Skeletal",SLC26A6,ENSG00000225697.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.90E+00,5.12E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.53E+00,5.12E-14,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,P4HA2,ENSG00000072682.18,protein-coding,Summary-PrediXcan(S-PrediXcan),7.53E+00,5.12E-14,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.53E+00,5.12E-14,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,HLA-DOB,ENSG00000241106.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-9.88E+00,5.12E-23,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Aortic Artery",TCTA,ENSG00000145022.4,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",1.12E+01,5.12E-29,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellum",GIGYF1,ENSG00000146830.9,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.02E+00,5.13E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",ERAP2,ENSG00000164308.16,protein-coding,FUSION,'-5.02E+00,5.13E-07,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Stomach,MLX,ENSG00000108788.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.45E+00,5.13E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Ovary,ERAP2,ENSG00000164308.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.22E+00,5.13E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pancreas,SGF29,ENSG00000176476.8,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.90E+00,5.13E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pituitary,HLA-DQA2,ENSG00000237541.3,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-1.27E+01,5.13E-37,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Anterior Cingulate Cortex",IRF1-AS1,'-,ncRNA,"Summary-Based PrediXcan(S-PrediXcan)",5.02E+00,5.14E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,CENPO,ENSG00000138092.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.45E+00,5.14E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Nucleus Accumbens",C3orf18,ENSG00000088543.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.21E+00,5.14E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,DLD,ENSG00000091140.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.21E+00,5.14E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Gastroesophageal",RGS14,ENSG00000169220.17,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.21E+00,5.14E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hypothalamus",MST1,ENSG00000173531.15,protein-coding,Summary-PrediXcan(S-PrediXcan),8.65E+00,5.14E-18,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Hypothalamus",MST1,ENSG00000173531.15,protein-coding,Summary-PrediXcan(S-PrediXcan),8.65E+00,5.14E-18,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Frontal Cortex",NPIPB7,ENSG00000233232.6,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.21E+00,5.15E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellum",RGS14,ENSG00000169220.17,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.84E+00,5.16E-09,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",DAG1,ENSG00000173402.11,protein-coding,Summary-PrediXcan(S-PrediXcan),7.82E+00,5.16E-15,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Breast Mammary Tissue",XPO6,ENSG00000169180.11,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.56E+00,5.17E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Spleen,IRF6,ENSG00000117595.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.56E+00,5.17E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",SERBP1,ENSG00000142864.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.45E+00,5.17E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",THBS3,ENSG00000169231.13,protein-coding,"Transcriptome-Wide Summary Statistics-based Mendelian Randomization(TWMR)",5.71E-02,5.17E-09,TWASP000090
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,CACNA1S,ENSG00000081248.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.57E+00,5.17E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",HLA-DMA,ENSG00000204257.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.21E+00,5.18E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Nerve Tibial",HLA-DOB,ENSG00000241106.6,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.57E+00,5.18E-11,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Nerve Tibial",HLA-DOB,ENSG00000241106.6,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.57E+00,5.18E-11,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Heart Atrial Appendage",SULT1A2,ENSG00000197165.10,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.90E+00,5.18E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",SBK1,ENSG00000188322.4,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.90E+00,5.18E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Ovary,PUS10,ENSG00000162927.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.56E+00,5.19E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Muscle Skeletal",HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.22E+00,5.19E-13,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Muscle Skeletal",HLA-DQB2,ENSG00000232629.8,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.22E+00,5.19E-13,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Testis,HP1BP3,ENSG00000127483.17,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-7.22E+00,5.19E-13,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Thyroid,GPSM1,ENSG00000160360.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-8.65E+00,5.19E-18,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",HLA-DQB1,ENSG00000179344.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",1.01E+01,5.19E-24,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Transverse",NICN1,ENSG00000145029.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.44E+00,5.20E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,SH2B1,ENSG00000178188.14,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.21E+00,5.20E-10,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,SH2B1,ENSG00000178188.14,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.21E+00,5.20E-10,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Colon Sigmoid",ERAP2,ENSG00000164308.16,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.21E+00,5.20E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",INAVA,ENSG00000163362,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.22E+00,5.20E-13,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Mucosa",INAVA,ENSG00000163362,protein-coding,Summary-PrediXcan(S-PrediXcan),'-7.22E+00,5.20E-13,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",WDR6,ENSG00000178252.17,protein-coding,FUSION,'-5.02E+00,5.21E-07,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Cells Transformed Fibroblast",ERAP2,ENSG00000164308.16,protein-coding,Summary-PrediXcan(S-PrediXcan),5.44E+00,5.21E-08,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Cells Transformed Fibroblast",ERAP2,ENSG00000164308.16,protein-coding,Summary-PrediXcan(S-PrediXcan),5.44E+00,5.21E-08,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",GSDMB,ENSG00000073605.18,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.56E+00,5.21E-11,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","EBV-Transformed Lymphocyte",GSDMB,ENSG00000073605.18,protein-coding,Summary-PrediXcan(S-PrediXcan),'-6.56E+00,5.21E-11,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",TYK2,ENSG00000105397.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-6.56E+00,5.21E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",CFAP74,ENSG00000142609.17,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.02E+00,5.22E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Caudate Basal Ganglia",RP11-1348G14.4,ENSG00000251417.2,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",'-6.90E+00,5.22E-12,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Fibroblasts,EGR2,ENSG00000122877.15,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-7.53E+00,5.22E-14,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pituitary,TOM1,ENSG00000100284.20,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.56E+00,5.23E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Fibroblasts,TMED5,ENSG00000117500.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",4.56E+00,5.23E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Nerve Tibial",HCN3,ENSG00000143630.9,protein-coding,FUSION,5.02E+00,5.23E-07,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Esophagus Muscularis",APEH,ENSG00000164062.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.44E+00,5.23E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cortex",RBM6,ENSG00000004534.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",5.44E+00,5.23E-08,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",THBS3,ENSG00000169231.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.21E+00,5.23E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Frontal Cortex",MED24,ENSG00000008838.19,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-7.22E+00,5.23E-13,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pituitary,SULT1A1,ENSG00000196502.11,protein-coding,FUSION,5.02E+00,5.24E-07,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",S1PR5,ENSG00000180739.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-5.02E+00,5.24E-07,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Brain Cerebellum",CCDC88B,ENSG00000168071.21,protein-coding,FUSION,'-5.02E+00,5.24E-07,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Lung,RP11-373D23.3,ENSG00000270210.1,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",6.56E+00,5.24E-11,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",C10orf95,ENSG00000120055.7,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.04E+00,5.25E-05,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Adipose,PNKD,ENSG00000127838.13,protein-coding,FUSION,5.44E+00,5.25E-08,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",MST1R,ENSG00000164078.12,protein-coding,Summary-PrediXcan(S-PrediXcan),5.84E+00,5.25E-09,TWASP000056
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Whole Blood",MST1R,ENSG00000164078.12,protein-coding,Summary-PrediXcan(S-PrediXcan),5.84E+00,5.25E-09,TWASP000054
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Sun Exposed",PGAP3,ENSG00000161395.13,protein-coding,FUSION,6.21E+00,5.25E-10,TWASP000003
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Artery Tibia",ADCY3,ENSG00000138031.14,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",6.21E+00,5.25E-10,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Pituitary,RP11-973H7.1,ENSG00000260302.1,lincRNA,"Summary-Based PrediXcan(S-PrediXcan)",7.82E+00,5.25E-15,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease","Skin Not Sun Exposed",GTF2IRD2,ENSG00000196275.13,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-4.55E+00,5.26E-06,TWASP000186
"Inflammatory Bowel Disease","Inflammatory Bowel Disease",Amygdala,INPP5E,ENSG00000148384.12,protein-coding,"Summary-Based PrediXcan(S-PrediXcan)",'-8.91E+00,5.26E-19,TWASP000186
